CustomerId,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
15005539,550,France,Female,35,3,163070.69,2,0,0,46613.43,0
15005540,581,France,Male,28,5,0.0,2,1,1,187984.46,0
15005541,631,Germany,Male,31,2,19447.03,2,1,1,68090.63,0
15005542,733,Spain,Male,58,5,174663.11,1,0,0,151410.11,1
15005543,759,Spain,Female,42,5,0.0,1,1,1,75525.06,0
15005544,640,Germany,Female,47,10,0.0,2,1,0,9513.49,0
15005545,677,France,Female,46,10,0.0,2,1,0,193084.78,0
15005546,635,France,Female,36,5,72022.02,1,1,0,54266.44,0
15005547,766,France,Male,33,10,53928.96,2,1,1,10680.45,0
15005548,809,France,Male,40,2,65492.78,1,1,1,198692.03,0
15005549,727,France,Female,39,7,0.0,1,1,0,128099.77,0
15005550,691,France,Male,32,3,123324.57,2,1,0,89135.61,0
15005551,692,France,Male,39,10,111709.06,2,1,0,164938.11,0
15005552,662,Spain,Male,30,1,0.0,4,1,1,143918.83,0
15005553,576,Germany,Male,36,6,0.0,2,0,0,85455.43,1
15005554,598,Spain,Male,34,10,0.0,2,1,1,29662.97,0
15005555,674,Germany,Female,25,7,0.0,1,1,1,132590.79,1
15005556,601,France,Female,18,10,39252.69,1,1,1,177614.09,0
15005557,520,Germany,Female,28,3,171429.73,2,1,0,103194.3,0
15005558,630,France,Female,56,5,8092.77,2,0,1,111799.82,0
15005559,495,Germany,Female,34,7,74926.8,2,1,0,169085.75,0
15005560,832,France,Male,45,4,0.0,1,1,0,189013.72,0
15005561,595,Spain,Male,18,8,0.0,2,0,0,108455.09,0
15005562,647,France,Female,27,5,0.0,1,1,0,9097.83,0
15005563,764,France,Male,24,5,61837.83,1,1,1,30484.48,0
15005564,850,Spain,Male,35,1,128937.26,4,1,0,189920.42,1
15005565,631,France,Male,62,6,13528.24,2,1,1,166596.45,0
15005566,573,Germany,Male,42,8,0.0,1,1,1,126945.45,0
15005567,711,Germany,Male,54,4,80684.38,1,1,0,93785.3,0
15005568,646,Spain,Male,35,4,0.0,2,1,0,82177.65,0
15005569,636,Spain,Male,51,10,29351.85,1,1,1,8833.35,0
15005570,668,Spain,Female,58,4,19784.85,3,0,0,173797.35,1
15005571,692,France,Female,36,0,0.0,1,1,1,74744.37,0
15005572,844,Spain,Female,32,4,132027.07,2,1,1,103790.25,0
15005573,521,Germany,Male,24,9,169699.71,4,1,1,107617.03,0
15005574,835,Germany,Male,34,7,18739.72,2,1,1,167732.46,0
15005575,629,France,Female,38,2,0.0,3,1,1,39420.66,0
15005576,736,Germany,Male,58,8,49467.51,1,1,0,95008.35,0
15005577,664,Spain,Female,25,8,0.0,1,0,0,191205.44,0
15005578,652,Spain,Female,38,5,0.0,1,1,1,141985.32,0
15005579,668,France,Female,19,3,0.0,2,0,1,79776.39,0
15005580,573,France,Female,33,3,0.0,2,1,0,126440.95,0
15005581,804,France,Male,41,10,33174.62,2,0,1,117610.97,0
15005582,704,Spain,Male,43,0,66600.74,1,1,1,109036.18,1
15005583,686,Germany,Female,43,9,0.0,2,0,1,106921.99,0
15005584,620,France,Male,41,4,36636.08,2,1,0,143633.76,0
15005585,517,France,Male,43,4,134775.94,2,1,0,176388.74,0
15005586,715,France,Male,38,4,133094.07,2,1,1,82204.86,0
15005587,720,France,Male,27,0,0.0,1,1,0,195034.34,0
15005588,707,Spain,Male,19,0,152381.43,1,1,1,80596.85,0
15005589,658,Germany,Male,32,9,169386.13,2,1,1,135368.49,0
15005590,628,France,Female,36,1,0.0,3,0,0,54057.52,0
15005591,768,Germany,Female,50,0,71001.35,1,0,1,149514.08,0
15005592,695,France,Female,36,7,121016.35,1,0,1,77668.58,0
15005593,677,Spain,Female,36,3,57638.54,2,1,0,76429.69,0
15005594,509,France,Male,41,5,0.0,1,1,0,40337.84,0
15005595,474,France,Male,35,7,0.0,1,0,1,13975.07,0
15005596,850,France,Male,46,4,48429.74,1,1,1,69826.8,0
15005597,729,Germany,Female,57,5,0.0,1,0,0,119970.72,1
15005598,774,Germany,Female,59,3,0.0,2,0,0,9194.69,1
15005599,494,Germany,Male,38,5,50887.65,1,0,0,38137.5,1
15005600,745,France,Male,41,5,47962.53,2,1,1,49019.48,0
15005601,622,France,Female,53,2,12074.13,4,1,1,37507.99,1
15005602,660,France,Female,36,3,66028.56,1,1,0,20613.99,0
15005603,701,Germany,Female,44,5,0.0,1,1,0,36558.38,0
15005604,667,France,Male,26,7,115917.03,2,0,0,187110.5,0
15005605,666,Germany,Male,34,6,49713.93,2,1,0,156646.59,0
15005606,565,Spain,Female,49,3,0.0,1,0,1,184242.69,0
15005607,708,Spain,Female,30,2,121024.76,2,1,0,178000.49,1
15005608,564,France,Female,36,10,163561.43,1,1,1,80076.81,0
15005609,570,France,Female,22,7,53652.15,2,1,1,73861.98,0
15005610,659,France,Female,58,5,0.0,2,0,0,155480.33,0
15005611,528,Germany,Female,50,7,118418.74,1,1,1,180229.42,0
15005612,762,Spain,Male,39,8,0.0,3,1,1,150260.25,0
15005613,763,France,Male,43,8,0.0,1,1,1,116292.6,0
15005614,609,France,Female,41,9,60096.95,2,1,0,111422.6,0
15005615,625,Spain,Male,51,10,0.0,1,1,1,92726.99,0
15005616,653,Spain,Male,32,8,46688.08,1,1,1,90935.84,0
15005617,461,France,Female,45,9,102144.72,1,1,1,11305.82,0
15005618,508,Germany,Female,48,0,75350.17,1,0,0,43092.38,1
15005619,719,France,Male,50,2,66572.73,2,1,0,28765.41,0
15005620,687,France,Male,18,8,0.0,2,0,0,93870.35,0
15005621,615,Spain,Female,32,3,0.0,4,0,0,57798.18,0
15005622,608,Spain,Female,27,9,0.0,2,1,1,75670.54,0
15005623,718,Spain,Female,39,1,13673.14,1,1,0,194296.98,1
15005624,469,France,Male,18,0,106548.97,1,1,1,152879.13,0
15005625,830,Spain,Male,18,4,168791.82,1,1,0,27931.29,1
15005626,738,France,Female,59,3,139076.2,2,1,0,161812.64,0
15005627,611,France,Female,44,4,0.0,1,0,1,88448.93,0
15005628,686,Germany,Female,39,10,58576.41,1,1,0,170881.61,0
15005629,782,France,Male,41,4,86201.52,2,1,0,151947.0,0
15005630,549,Spain,Male,39,7,106786.91,2,1,1,103729.73,0
15005631,773,Germany,Male,47,5,115458.65,1,0,1,143934.2,0
15005632,648,France,Female,31,2,192072.61,1,0,0,187433.93,0
15005633,715,France,Female,39,8,0.0,2,1,0,107679.15,0
15005634,734,France,Male,40,7,0.0,3,1,0,29815.52,0
15005635,665,France,Male,27,8,134760.46,1,1,0,113660.48,0
15005636,754,Germany,Female,50,3,0.0,3,0,1,9395.96,1
15005637,609,Spain,Male,33,7,84024.04,1,0,0,90761.64,0
15005638,647,France,Female,48,10,171675.91,3,1,0,44621.69,0
15005639,575,France,Female,39,2,129353.27,2,0,1,129103.45,0
15005640,583,Germany,Male,54,4,69636.85,3,1,0,79869.41,0
15005641,668,Spain,Male,27,6,0.0,2,1,1,102939.78,0
15005642,731,France,Female,27,0,0.0,1,0,0,178349.85,0
15005643,526,France,Male,28,0,151871.93,1,1,1,91890.25,0
15005644,687,Germany,Male,39,2,57041.13,2,0,1,199466.59,0
15005645,762,France,Female,53,3,92368.6,1,1,0,27312.62,1
15005646,776,France,Female,53,0,0.0,1,0,1,171466.21,0
15005647,638,Germany,Female,18,7,68937.81,1,1,1,72684.74,0
15005648,548,Germany,Male,40,1,0.0,1,1,0,159067.38,0
15005649,714,Germany,Male,18,10,121502.47,2,1,1,99757.62,0
15005650,692,Germany,Male,45,4,105557.09,3,1,1,104628.34,0
15005651,649,Germany,Male,49,5,134532.55,3,0,0,106596.59,1
15005652,622,France,Female,37,10,49230.55,4,0,0,48339.75,0
15005653,682,France,Male,38,5,45775.48,2,1,0,10684.89,0
15005654,690,France,Female,38,5,89038.23,3,1,1,130668.45,0
15005655,610,France,Male,30,10,49645.21,2,1,0,5145.32,0
15005656,629,Germany,Male,42,0,0.0,3,1,0,145300.24,0
15005657,516,Spain,Female,35,2,63900.73,1,1,1,64742.15,0
15005658,679,Spain,Male,47,2,0.0,3,1,1,79216.7,0
15005659,689,Germany,Male,36,7,0.0,1,1,1,150579.41,0
15005660,531,France,Male,29,5,141984.19,2,1,0,30189.12,0
15005661,639,France,Male,22,1,117087.68,2,0,1,129910.01,0
15005662,599,Spain,Male,19,0,107045.77,2,0,1,114535.93,0
15005663,759,Germany,Male,51,3,124572.4,2,0,0,83408.81,0
15005664,528,Germany,Female,33,0,98307.59,2,1,0,125124.72,0
15005665,757,Spain,Female,41,4,42366.48,2,0,1,72039.22,0
15005666,772,Germany,Male,55,10,0.0,2,0,1,52895.24,1
15005667,416,Spain,Male,32,7,68356.78,1,0,0,17881.86,1
15005668,711,France,Female,31,9,0.0,2,0,1,118125.91,0
15005669,698,Germany,Male,36,1,0.0,2,1,0,192025.73,0
15005670,503,Spain,Female,38,7,0.0,2,1,1,161135.54,1
15005671,619,France,Female,56,7,0.0,1,1,0,18832.72,1
15005672,608,Germany,Male,53,5,206989.7,1,0,1,43897.62,0
15005673,559,France,Female,44,7,24035.44,2,1,0,129880.2,0
15005674,588,Spain,Female,52,1,92395.47,1,0,0,420.63,1
15005675,731,France,Female,36,6,120127.35,1,1,1,112625.46,0
15005676,658,Germany,Male,40,7,0.0,1,1,0,194796.98,0
15005677,593,France,Female,34,3,87866.31,1,1,0,70431.57,0
15005678,539,Germany,Female,25,8,0.0,1,0,0,178707.2,0
15005679,730,France,Male,50,10,0.0,2,0,1,21573.45,0
15005680,812,France,Female,43,5,132953.72,1,1,1,9306.05,0
15005681,628,France,Male,38,2,0.0,3,0,0,69474.67,0
15005682,641,Spain,Male,37,3,40092.68,2,1,0,115763.94,0
15005683,850,France,Female,22,3,60638.85,2,1,1,166915.76,0
15005684,730,France,Female,28,0,52479.13,2,0,0,37083.42,0
15005685,755,Spain,Female,41,9,117540.38,1,1,0,52318.16,0
15005686,594,Germany,Female,32,0,16507.49,1,1,0,95770.82,0
15005687,568,Spain,Male,35,0,132179.14,2,1,0,69181.23,0
15005688,773,France,Male,36,3,78507.9,3,0,1,874.88,0
15005689,693,Germany,Female,31,0,60457.92,2,1,1,66122.26,0
15005690,668,France,Male,28,5,120626.57,1,1,0,52162.17,0
15005691,690,France,Female,21,1,0.0,2,1,0,101025.58,0
15005692,815,Germany,Male,36,0,0.0,1,0,0,23219.21,1
15005693,579,Germany,Male,44,6,108498.73,2,1,1,137016.5,0
15005694,665,Spain,Male,21,5,0.0,1,1,1,58819.0,0
15005695,584,France,Male,37,0,0.0,3,0,0,45986.47,0
15005696,676,France,Female,40,9,56878.54,1,0,0,60926.18,0
15005697,726,France,Female,28,8,0.0,1,0,1,91875.11,0
15005698,680,Spain,Female,52,5,127464.24,1,0,0,177523.39,1
15005699,816,France,Male,34,1,127306.92,1,0,1,137482.61,0
15005700,600,France,Male,36,6,0.0,1,1,1,35484.56,0
15005701,702,France,Male,36,2,131965.56,1,0,0,134534.69,0
15005702,772,Germany,Male,20,6,43618.8,2,1,1,30636.54,0
15005703,613,France,Male,48,8,122966.0,2,1,1,63732.73,0
15005704,605,Spain,Male,28,4,42100.37,2,1,1,92634.11,0
15005705,635,France,Male,35,0,0.0,1,1,1,127235.42,0
15005706,511,Spain,Male,43,4,85318.35,1,1,0,94021.68,0
15005707,759,France,Male,52,7,0.0,1,1,0,116711.75,0
15005708,665,Germany,Female,27,7,193352.01,2,0,1,136555.41,0
15005709,487,Spain,Male,33,2,68782.37,3,1,1,192343.55,0
15005710,609,France,Male,51,3,140815.73,1,1,1,181161.98,0
15005711,775,Spain,Female,42,7,0.0,2,1,0,101315.03,0
15005712,618,France,Male,44,7,137624.37,3,0,0,148561.71,0
15005713,800,Spain,Female,27,6,0.0,1,1,0,87753.21,0
15005714,623,Germany,Male,34,5,47860.03,1,0,0,193208.13,0
15005715,510,France,Female,36,3,0.0,2,0,1,15549.28,0
15005716,446,France,Male,29,9,95531.43,2,1,0,41047.64,0
15005717,850,France,Female,21,8,147248.73,1,0,0,51715.85,0
15005718,571,France,Male,32,1,0.0,1,0,1,56397.49,0
15005719,593,France,Female,51,1,81996.96,1,1,1,54939.92,0
15005720,639,France,Male,38,0,0.0,2,1,0,120925.39,1
15005721,673,France,Male,51,10,0.0,1,0,1,178754.0,0
15005722,554,Spain,Female,39,2,111510.91,1,1,1,13467.33,0
15005723,772,France,Male,30,2,92742.4,2,0,0,166411.55,0
15005724,679,France,Female,50,3,0.0,1,1,0,60045.43,1
15005725,767,Germany,Male,40,2,107947.81,2,1,1,117866.64,0
15005726,459,France,Male,47,9,112479.33,3,1,1,131754.24,0
15005727,696,France,Female,27,5,99886.71,1,1,0,112385.15,0
15005728,688,France,Male,48,8,101754.2,1,1,1,18871.32,0
15005729,647,Spain,Male,48,7,114233.4,1,1,0,96789.29,0
15005730,599,Spain,Female,40,5,86437.06,1,0,1,12569.04,0
15005731,507,France,Female,29,7,90092.34,1,0,1,526.7,0
15005732,518,Germany,Female,37,7,0.0,2,1,1,40350.27,0
15005733,774,Germany,Male,44,9,114198.72,3,1,0,59498.98,1
15005734,686,Germany,Male,40,5,92142.95,2,1,0,137308.06,0
15005735,630,Germany,Male,44,1,0.0,2,1,0,76868.53,0
15005736,625,Germany,Male,48,4,0.0,2,1,0,97877.54,0
15005737,748,France,Female,31,3,0.0,1,1,1,119681.01,0
15005738,744,France,Male,26,5,76575.67,1,1,1,6842.49,0
15005739,571,France,Male,37,1,0.0,2,1,1,69584.61,0
15005740,511,Spain,Male,34,3,134134.96,1,1,0,85376.38,0
15005741,685,Germany,Female,45,7,0.0,2,0,0,52342.63,0
15005742,768,Spain,Female,27,0,102336.78,2,1,1,75177.01,0
15005743,716,Spain,Female,48,2,0.0,1,0,0,98644.23,0
15005744,809,France,Male,51,3,0.0,2,1,0,117686.16,0
15005745,633,Germany,Female,38,1,0.0,2,1,1,58112.98,1
15005746,677,Germany,Female,38,1,103872.34,1,1,0,139586.69,0
15005747,644,Spain,Male,30,5,0.0,2,0,0,172097.06,0
15005748,723,Spain,Male,32,5,157833.92,1,1,0,26675.61,0
15005749,581,Germany,Male,33,2,146736.7,1,1,0,58050.42,0
15005750,668,France,Male,52,7,0.0,2,0,1,69253.41,0
15005751,808,Spain,Female,37,2,0.0,2,1,0,21073.9,0
15005752,580,France,Male,24,1,98845.98,1,1,1,122272.05,0
15005753,456,Spain,Male,40,4,117430.28,1,1,1,42146.23,0
15005754,700,Spain,Female,46,6,116067.36,1,0,0,181392.47,0
15005755,850,France,Female,37,0,151505.62,1,0,1,27601.53,0
15005756,584,Germany,Female,52,1,154877.92,3,1,1,145326.55,1
15005757,772,France,Male,45,1,26215.58,2,1,1,131480.29,1
15005758,651,France,Male,27,7,118697.16,2,1,0,93715.99,0
15005759,555,France,Male,32,9,0.0,2,1,0,103286.54,0
15005760,716,Spain,Male,40,5,0.0,2,1,0,31927.27,0
15005761,513,Spain,Male,21,3,136844.41,2,1,0,5777.6,0
15005762,796,Spain,Female,41,3,38901.13,1,1,0,188638.25,0
15005763,660,France,Male,20,4,121850.49,2,1,0,7177.49,0
15005764,486,Spain,Male,48,2,106764.77,2,1,0,115177.77,1
15005765,827,Germany,Male,47,3,143576.92,1,1,1,162698.16,1
15005766,732,France,Female,43,3,127944.65,2,1,0,1039.45,1
15005767,680,France,Female,31,6,59371.34,3,0,0,76463.54,0
15005768,735,France,Female,39,6,63563.36,2,1,0,60949.26,0
15005769,413,Spain,Male,32,0,0.0,1,1,1,41699.08,0
15005770,590,Germany,Male,27,2,114037.92,2,1,0,33082.48,0
15005771,850,Germany,Male,34,8,81023.74,2,0,0,75390.41,0
15005772,662,France,Male,44,5,0.0,1,0,1,28813.4,1
15005773,588,Germany,Female,38,5,104735.14,1,0,1,39045.31,0
15005774,666,France,Female,52,3,58820.09,2,0,0,109425.52,1
15005775,544,France,Female,45,9,0.0,2,1,1,47939.26,0
15005776,801,Germany,Female,44,8,0.0,2,0,0,15451.64,0
15005777,607,France,Female,21,2,54084.14,2,1,1,172980.84,0
15005778,498,Spain,Male,35,7,160400.66,1,1,0,86680.86,1
15005779,666,France,Female,27,5,0.0,1,1,0,166010.71,0
15005780,745,Germany,Male,36,1,0.0,1,1,0,10362.56,0
15005781,716,France,Female,31,2,132451.32,2,1,0,127395.9,0
15005782,515,Germany,Male,34,0,77750.56,1,1,0,163705.19,0
15005783,558,France,Male,48,2,78654.15,1,1,0,139275.18,1
15005784,445,France,Female,42,3,168102.25,1,1,1,168626.23,0
15005785,718,Spain,Male,48,5,177099.83,1,1,1,22455.44,0
15005786,695,France,Male,21,9,83517.45,1,1,0,34276.05,0
15005787,704,Spain,Male,38,6,63625.06,2,1,0,31858.33,0
15005788,608,Spain,Male,47,2,96194.69,1,1,0,126920.79,0
15005789,467,France,Female,53,10,0.0,1,1,0,199461.32,0
15005790,573,France,Female,22,6,117138.48,2,0,1,83032.39,0
15005791,756,Germany,Male,34,3,83669.69,1,1,0,182715.1,1
15005792,685,Spain,Male,48,0,0.0,2,1,1,178490.32,0
15005793,484,Spain,Female,36,0,49100.95,1,1,1,162390.62,1
15005794,623,Germany,Male,28,7,0.0,1,1,0,95964.11,1
15005795,704,Spain,Male,22,9,125207.64,2,1,0,63646.97,0
15005796,640,France,Male,28,6,148713.77,1,0,1,11212.41,0
15005797,513,Spain,Female,21,3,68032.65,1,1,0,95801.6,0
15005798,603,Spain,Male,38,0,97301.58,1,1,0,174725.33,0
15005799,579,France,Male,46,5,0.0,1,0,1,96213.16,0
15005800,653,France,Male,25,10,92390.38,2,1,0,336.67,0
15005801,676,France,Male,40,10,92055.81,1,0,0,159084.07,0
15005802,587,France,Female,46,9,168060.81,1,1,0,25812.7,0
15005803,712,Spain,Male,37,6,0.0,1,1,1,32917.21,1
15005804,806,France,Male,21,5,88628.23,2,0,0,46763.28,0
15005805,850,France,Male,41,5,60529.75,2,1,0,38870.99,0
15005806,560,France,Male,37,7,121341.19,1,1,0,143334.36,0
15005807,657,Spain,Female,36,5,108992.31,1,1,1,188137.37,1
15005808,475,Germany,Female,32,1,82808.64,1,1,1,23425.2,1
15005809,604,France,Male,38,6,0.0,2,1,1,78008.08,1
15005810,772,France,Male,43,9,0.0,1,0,1,120289.5,0
15005811,432,Spain,Male,61,3,40627.0,2,0,1,94532.4,1
15005812,609,Spain,Female,39,10,157440.85,1,1,0,69831.9,1
15005813,646,France,Female,53,10,54455.26,2,1,1,44721.65,0
15005814,499,France,Male,41,2,162630.73,1,1,0,110575.8,1
15005815,686,France,Female,37,7,115932.41,1,0,1,101659.89,0
15005816,674,France,Female,39,9,111243.13,1,1,1,198284.99,0
15005817,591,Germany,Female,25,4,80905.13,1,1,0,92752.99,1
15005818,712,Spain,Male,41,3,159695.56,1,1,1,176905.16,0
15005819,570,France,Male,18,10,0.0,3,0,1,188853.25,0
15005820,693,Spain,Male,29,3,0.0,3,1,0,65675.21,0
15005821,650,France,Female,39,4,96138.26,1,0,1,59812.55,0
15005822,672,Germany,Female,49,3,106505.36,1,1,0,188424.02,1
15005823,626,Germany,Female,52,2,114389.01,1,0,1,115567.09,0
15005824,520,France,Male,35,3,84803.13,2,0,0,38399.63,0
15005825,515,France,Male,39,9,184050.55,2,1,0,51136.86,0
15005826,576,Germany,Male,47,4,0.0,2,1,0,4078.09,0
15005827,597,France,Female,24,1,0.0,2,1,1,64416.09,0
15005828,676,France,Male,42,6,92225.08,1,1,1,124209.84,0
15005829,646,Germany,Male,29,4,141121.32,1,0,0,62355.67,0
15005830,606,Spain,Female,36,8,70945.46,1,1,0,45711.23,1
15005831,457,France,Male,33,5,0.0,2,1,1,11755.6,0
15005832,583,Spain,Male,42,10,115395.59,2,1,1,169328.35,0
15005833,538,France,Male,43,0,96727.04,2,1,0,129467.0,0
15005834,817,Spain,Female,46,8,33095.78,3,0,1,181722.17,1
15005835,657,Germany,Female,41,4,39283.92,2,1,1,4395.64,1
15005836,800,Spain,Female,39,8,108199.71,1,1,0,184388.33,0
15005837,657,France,Male,56,0,92122.55,1,1,1,104682.79,0
15005838,829,Germany,Female,22,1,0.0,1,1,1,27064.22,0
15005839,680,Germany,Female,54,2,37792.59,1,1,0,50394.45,1
15005840,683,France,Female,35,4,0.0,2,1,1,29003.35,0
15005841,836,France,Female,43,5,0.0,1,1,1,45281.61,0
15005842,581,France,Male,34,4,0.0,3,1,1,52544.01,0
15005843,586,France,Male,30,0,84456.43,3,0,0,116643.5,0
15005844,661,Spain,Male,42,3,96663.49,1,1,1,52278.13,0
15005845,850,France,Female,48,5,85924.36,1,1,0,98292.09,1
15005846,613,France,Female,42,3,60471.9,2,0,0,128420.56,0
15005847,679,Germany,Female,32,3,97510.21,1,0,1,155699.33,0
15005848,736,France,Male,74,4,0.0,2,1,1,176588.43,0
15005849,803,Germany,Male,49,7,108435.36,2,1,1,31785.03,0
15005850,736,France,Male,47,4,160851.78,1,1,0,128842.97,0
15005851,792,Spain,Female,34,6,102237.64,1,1,1,22617.34,0
15005852,723,Spain,Male,31,7,91472.6,2,1,1,46934.98,0
15005853,660,Spain,Female,35,5,122236.84,2,0,1,114012.38,0
15005854,546,France,Male,48,5,94247.97,2,1,0,189466.62,0
15005855,600,Spain,Male,28,1,0.0,1,0,0,121736.35,1
15005856,615,France,Female,27,9,0.0,2,1,0,175180.44,0
15005857,677,France,Male,43,4,43933.52,2,1,1,134357.93,0
15005858,700,France,Male,41,0,0.0,1,1,0,149862.16,1
15005859,833,Germany,Male,30,8,0.0,2,0,1,44302.59,0
15005860,450,France,Male,27,6,0.0,1,1,1,97244.04,1
15005861,645,Germany,Female,52,1,0.0,1,1,0,160883.5,0
15005862,833,France,Female,41,5,68818.35,2,1,1,132107.64,0
15005863,517,France,Male,24,9,156374.22,3,1,0,6239.13,0
15005864,582,Germany,Female,25,8,0.0,1,1,1,133623.6,1
15005865,694,France,Male,34,4,0.0,1,1,0,38426.23,0
15005866,733,Germany,Female,45,2,0.0,1,1,1,186192.77,1
15005867,517,France,Female,43,10,65948.77,2,1,1,185826.62,0
15005868,798,Spain,Female,49,9,0.0,1,1,1,168968.72,0
15005869,705,Germany,Male,23,10,72212.05,2,1,0,39070.13,0
15005870,516,France,Male,40,3,72409.47,1,1,1,22837.69,0
15005871,760,France,Male,52,2,95550.83,1,1,1,178165.33,0
15005872,748,Germany,Female,51,0,0.0,1,1,1,96530.66,1
15005873,649,Spain,Male,41,9,0.0,2,0,1,175448.82,0
15005874,605,France,Male,61,10,123195.43,1,1,0,171145.71,0
15005875,537,France,Female,44,6,110036.16,1,1,0,171886.78,0
15005876,610,Spain,Male,48,7,89852.27,2,0,0,46277.91,0
15005877,748,Germany,Male,38,1,0.0,1,0,1,131776.96,0
15005878,485,France,Male,30,7,117784.18,1,1,1,187773.61,0
15005879,569,France,Male,29,8,0.0,2,1,0,67052.25,0
15005880,677,France,Male,39,6,0.0,2,1,1,131875.69,0
15005881,718,Germany,Male,35,10,0.0,1,1,1,73253.94,0
15005882,714,France,Male,20,0,116583.62,1,1,1,52862.75,1
15005883,574,Spain,Male,27,3,0.0,1,1,1,162883.29,0
15005884,640,France,Female,34,6,141722.27,3,1,1,37834.6,0
15005885,605,France,Male,45,5,147678.18,2,1,0,21711.45,1
15005886,675,Germany,Female,37,10,0.0,2,1,1,54930.39,0
15005887,705,Spain,Male,37,7,84526.92,2,1,1,89443.58,0
15005888,633,Spain,Male,28,5,86198.9,4,1,1,159960.67,0
15005889,661,France,Female,38,9,0.0,3,0,1,46654.16,0
15005890,649,Germany,Male,51,5,35152.88,1,0,1,181435.86,0
15005891,498,Germany,Male,39,9,76021.32,1,1,1,109974.17,0
15005892,774,France,Female,22,5,89550.03,1,1,0,142665.56,0
15005893,749,France,Female,25,6,64251.87,1,0,1,50236.79,0
15005894,477,France,Male,43,4,98727.94,2,1,1,168597.81,0
15005895,850,France,Male,35,10,44341.91,1,0,1,6263.27,0
15005896,689,Spain,Female,37,8,125247.71,3,1,1,42264.83,0
15005897,702,France,Female,31,6,117503.75,2,0,0,155992.11,0
15005898,601,Spain,Male,43,0,0.0,2,1,1,12981.84,0
15005899,661,Germany,Male,34,10,4376.74,1,0,0,118617.38,1
15005900,702,Germany,Male,36,8,46898.08,1,0,0,144601.89,0
15005901,824,Germany,Male,29,10,108774.21,2,1,0,114589.29,0
15005902,544,France,Male,47,5,0.0,2,1,0,20285.91,0
15005903,757,France,Male,35,10,0.0,1,1,0,119682.93,0
15005904,609,France,Male,44,7,8089.34,2,1,0,122260.87,0
15005905,786,Germany,Male,26,8,83800.02,2,1,0,97046.85,0
15005906,510,France,Female,55,10,194549.73,2,0,0,72901.87,1
15005907,642,Spain,Male,50,10,95074.03,1,1,0,48720.72,0
15005908,451,France,Male,18,1,72091.43,1,1,1,15356.54,0
15005909,586,France,Male,29,1,177087.85,1,1,1,7053.15,0
15005910,604,France,Female,42,4,131051.86,1,1,1,158298.06,0
15005911,691,Spain,Female,24,4,80803.35,2,1,0,105110.14,1
15005912,499,Germany,Female,36,9,0.0,1,0,1,29552.99,0
15005913,809,France,Male,42,9,0.0,1,1,0,18882.12,0
15005914,825,Germany,Female,36,1,34472.66,2,1,1,18222.5,0
15005915,664,France,Male,43,9,32711.94,2,1,1,28863.37,0
15005916,523,Spain,Male,31,3,107657.34,2,0,0,5715.33,0
15005917,513,Germany,Female,18,8,167802.69,1,1,1,153010.94,0
15005918,659,France,Female,47,3,0.0,1,0,0,73367.19,1
15005919,573,Germany,Female,47,0,0.0,2,1,0,57548.49,0
15005920,772,France,Female,63,4,161187.06,2,1,1,92206.7,1
15005921,617,Spain,Female,18,1,159028.64,4,0,1,62159.75,0
15005922,693,France,Male,45,5,122790.71,2,0,1,139451.91,1
15005923,644,Germany,Male,18,0,153086.87,1,1,1,59516.05,0
15005924,598,France,Male,55,6,133628.68,1,1,0,124155.4,0
15005925,577,Germany,Female,42,6,121641.63,2,1,0,74865.33,1
15005926,539,Spain,Male,28,3,0.0,1,1,0,81841.27,0
15005927,613,Germany,Female,45,8,0.0,1,1,0,156611.69,0
15005928,656,Germany,Male,32,2,156490.79,2,0,0,103730.94,0
15005929,671,Spain,Male,41,4,60609.94,2,1,1,81110.92,0
15005930,653,France,Male,40,4,187395.84,2,1,1,65607.11,0
15005931,631,France,Male,55,7,57009.24,1,1,1,131118.94,1
15005932,469,France,Female,56,9,138635.99,1,1,0,125342.93,0
15005933,761,Spain,Male,32,9,52284.39,1,0,1,16674.31,0
15005934,502,France,Male,48,3,119956.64,2,1,0,134936.23,0
15005935,698,Germany,Male,41,0,101722.77,1,1,1,90427.08,0
15005936,768,Germany,Male,23,10,102083.7,1,0,0,194795.37,0
15005937,764,France,Male,31,4,132147.03,2,0,0,93692.55,0
15005938,726,France,Male,61,0,68360.32,1,0,1,188670.47,0
15005939,657,France,Female,41,2,0.0,4,1,1,160780.81,1
15005940,563,France,Male,47,5,0.0,2,0,0,193552.31,1
15005941,515,France,Male,35,0,0.0,3,1,1,41188.69,0
15005942,653,France,Female,32,9,72512.69,2,1,1,66471.08,0
15005943,584,Spain,Male,38,2,127204.41,1,1,1,117675.61,0
15005944,600,Spain,Male,35,6,128929.83,1,0,1,19481.78,0
15005945,716,France,Male,23,1,127393.12,3,1,1,142286.19,0
15005946,632,France,Male,27,5,0.0,1,1,0,53833.22,0
15005947,577,France,Female,45,6,119805.05,1,1,0,29898.16,0
15005948,850,Germany,Male,34,1,0.0,1,1,1,11799.4,0
15005949,617,Spain,Female,38,10,116114.35,1,1,1,83013.23,1
15005950,724,France,Female,40,10,67232.43,3,0,1,25467.48,0
15005951,716,France,Male,41,4,0.0,1,1,1,99812.04,0
15005952,609,Spain,Male,49,9,63293.5,1,1,0,81815.83,0
